"id","fqdn/ip","port","severity","finding","cve","cwe"
"sessionresumption_ticket","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","not supported","",""
"sessionresumption_ID","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","not supported","",""
"TLS_timestamp","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","random","",""
"certificate_compression","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","none","",""
"clientAuth","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","none","",""
"cert_numbers","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","1","",""
"cert_signatureAlgorithm","www.mon-expert-en-gestion.com/145.239.37.162","443","OK","SHA256 with RSA","",""
"cert_keySize","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","03307BDA58739141146C2B952337F4E0E022","",""
"cert_serialNumberLen","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","18","",""
"cert_fingerprintSHA1","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","C0F1441CA184FF65EEB1DDB6B98F7402B8DEF7F4","",""
"cert_fingerprintSHA256","www.mon-expert-en-gestion.com/145.239.37.162","443","INFO","DBE07DF566903DD712286442B4270ADC1C23F42981F87FE3831203277AC7C4B7","",""
